챔피언명,챔피언_ID,API_이름,별명,난이도,주_직업군,보조_직업군,사용_자원,기본_능력치,공격_형태,출시일,출시_패치,최근_변경_패치,세부_역할군,추천_포지션,실제_활용_포지션,피해량,내구력,군중_제어,기동력,보조_능력,공격_성향,적응형_능력치,파랑_정수_가격,RP_가격,패시브_스킬,Q_스킬,W_스킬,E_스킬,R_스킬,전체_스킬,본명,별칭
라칸,497.0,Rakan,매혹하는 자,2,서포터,,마나,"{'기본_체력': 610, '레벨당_체력': 99, '기본_자원': 315, '레벨당_자원': 50, '기본_방어력': 30, '레벨당_방어력': 4.9, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 8.75, '레벨당_자원_재생': 0.5, '기본_공격력': 62, '레벨당_공격력': 3.5, '기본_공격_속도': 0.635, '레벨당_공격_속도': 3, '공격_사거리': 300, '이동_속도': 335, '탐색_반경': 475, '선택_높이': 200, '선택_반경': 125, '충돌_반경': 35, '공격_속도_계수': 0.634999990463256, '공격_시전_시간': 0.270000010728836, '총_공격_시간': 1.57500004768371, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 0.95, '스킬_가속': 10}}",근접,2017-04-19,V7.8,V25.03,{포획형},{서포터},{서포터},1,2,3,3,3,90,마법,2400,880,"{1: '요정의 깃털', 2: '요정의 깃털 (변형 2)'}",{1: '빛나는 깃털'},{1: '화려한 등장'},"{1: '전쟁무도', 2: '전쟁무도 (변형 2)'}",{1: '매혹의 질주'},"['요정의 깃털', '요정의 깃털 (변형 2)', '빛나는 깃털', '화려한 등장', '전쟁무도', '전쟁무도 (변형 2)', '매혹의 질주']",,
람머스,33.0,Rammus,중무장 아르마딜로,1,탱커,전사,마나,"{'기본_체력': 675, '레벨당_체력': 100, '기본_자원': 310, '레벨당_자원': 33, '기본_방어력': 35, '레벨당_방어력': 4.5, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8, '레벨당_체력_재생': 0.55, '기본_자원_재생': 7.85, '레벨당_자원_재생': 0.5, '기본_공격력': 65, '레벨당_공격력': 2.75, '기본_공격_속도': 0.7, '레벨당_공격_속도': 2.215, '공격_사거리': 125, '이동_속도': 335, '탐색_반경': 600, '선택_높이': 130, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.0708333328366279, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}, '아레나': {'레벨당_체력': 15}, '단일_챔피언': {'가하는_피해': 1.05}, '초고속_모드': {'가하는_피해': 1.1, '받는_피해': 0.85}, '궁극기_주문서': {'가하는_피해': 1.05, '받는_피해': 0.95}}",근접,2009-07-10,"July 10, 2009 Patch",V25.13,{선봉대},{정글},{정글},2,3,3,2,1,65,물리,675,585,{1: '가시박힌 껍질'},{1: '대회전'},{1: '몸 말아 웅크리기'},{1: '광란의 도발'},{1: '지진 폭격'},"['가시박힌 껍질', '대회전', '몸 말아 웅크리기', '광란의 도발', '지진 폭격']",,
렉사이,421.0,RekSai,공허의 복병,2,전사,탱커,분노,"{'기본_체력': 600, '레벨당_체력': 99, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 36, '레벨당_방어력': 4.95, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 2.5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 58, '레벨당_공격력': 3, '기본_공격_속도': 0.667, '레벨당_공격_속도': 2, '공격_사거리': 175, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 122, '선택_반경': 100, '충돌_반경': 30, '공격_속도_계수': 0.666999995708465, '공격_시전_시간': 0.400000005960464, '총_공격_시간': 1.5, '공격_지연_보정': -0.0916666686534881, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.9}, '아레나': {'레벨당_체력': 20, '레벨당_공격력': 1}, '돌격_넥서스': {'가하는_피해': 1.05, '받는_피해': 0.9}, '단일_챔피언': {'가하는_피해': 1.05, '받는_피해': 0.93, '회복량': 1.2}, '초고속_모드': {'가하는_피해': 1.07, '받는_피해': 0.93, '회복량': 1.2}}",근접,2014-12-11,V4.21,V14.12,{기동형 전사},{정글},{정글},2,2,2,2,2,30,물리,2400,880,{1: '제르사이의 분노'},"{1: '여왕의 진노', 2: '먹잇감 추적'}","{1: '매복', 2: '돌출'}","{1: '성난 이빨', 2: '땅굴 파기'}",{1: '공허의 돌진'},"['제르사이의 분노', '여왕의 진노', '먹잇감 추적', '매복', '돌출', '성난 이빨', '땅굴 파기', '공허의 돌진']",,
렐,526.0,Rell,철의 여인,2,탱커,서포터,마나,"{'기본_체력': 620, '레벨당_체력': 104, '기본_자원': 320, '레벨당_자원': 40, '기본_방어력': 30, '레벨당_방어력': 4, '기본_마법_저항력': 28, '레벨당_마법_저항력': 1.8, '기본_체력_재생': 7.5, '레벨당_체력_재생': 0.85, '기본_자원_재생': 7, '레벨당_자원_재생': 0.7, '기본_공격력': 55, '레벨당_공격력': 3, '기본_공격_속도': 0.625, '공격_속도_계수': 0.625, '레벨당_공격_속도': 2, '공격_시전_시간': 0.42, '총_공격_시간': 2, '공격_사거리': 175, '이동_속도': 315, '탐색_반경': 400, '선택_높이': 150, '선택_반경': 120, '충돌_반경': 35, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1, '보호막량': 0.9}, '단일_챔피언': {'가하는_피해': 1.05}, '궁극기_주문서': {'가하는_피해': 0.9, '받는_피해': 1.05}}",근접,2020-12-10,V10.25,V25.03,{선봉대},{서포터},{서포터},1,3,3,2,2,85,마법,2400,880,{1: '갑옷 파쇄'},{1: '파열의 일격'},"{1: '철마술: 붕괴', 2: '철마술: 탑승'}",{1: '전속력'},{1: '자기 폭풍'},"['갑옷 파쇄', '파열의 일격', '철마술: 붕괴', '철마술: 탑승', '전속력', '자기 폭풍']",렐 캔웰,"어둠의 기수, 어둠의 서포터"
레나타 글라스크,888.0,Renata,화공 남작,2,서포터,마법사,마나,"{'기본_체력': 545, '레벨당_체력': 94, '기본_자원': 350, '레벨당_자원': 50, '기본_방어력': 27, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 5.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.5, '기본_공격력': 49, '레벨당_공격력': 3, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2.11, '공격_사거리': 550, '이동_속도': 330, '탐색_반경': 550, '선택_높이': 148.88890075683594, '선택_반경': 100, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.112, '투사체_속도': 1800, '무작위_총력전': {'가하는_피해': 0.95, '받는_피해': 1.05, '보호막량': 1}, '단일_챔피언': {'가하는_피해': 1.1, '받는_피해': 0.95, '보호막량': 1.2}}",원거리,2022-02-17,V12.4,V25.13,{강화형 보조술사},{서포터},{서포터},2,1,3,1,2,80,마법,2400,880,{1: '영향력'},{1: '악수'},{1: '긴급 구제'},{1: '충성 고객 우대'},{1: '적대적 인수'},"['영향력', '악수', '긴급 구제', '충성 고객 우대', '적대적 인수']",,Renata
레넥톤,58.0,Renekton,사막의 도살자,1,전사,탱커,분노,"{'기본_체력': 660, '레벨당_체력': 111, '기본_자원': 100, '레벨당_자원': 0, '기본_방어력': 35, '레벨당_방어력': 5.2, '기본_마법_저항력': 28, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8, '레벨당_체력_재생': 0.75, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 69, '레벨당_공격력': 4.15, '기본_공격_속도': 0.665, '레벨당_공격_속도': 2.75, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 600, '선택_높이': 155, '선택_반경': 125, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.665000021457672, '공격_지연_보정': -0.122695036232471, '무작위_총력전': {'가하는_피해': 1, '회복량': 1.1}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 0.95}}",근접,2011-01-18,V1.0.0.109,V25.08,{기동형 전사},{탑},{탑},2,2,2,2,1,45,물리,2400,880,{1: '분노의 지배'},{1: '양떼 도륙'},{1: '무자비한 포식자'},"{1: '자르고 토막내기', 2: '자르고 토막내기 (변형 2)'}",{1: '강신'},"['분노의 지배', '양떼 도륙', '무자비한 포식자', '자르고 토막내기', '자르고 토막내기 (변형 2)', '강신']",,
렝가,107.0,Rengar,추적하는 사자,2,암살자,전사,야성,"{'기본_체력': 590, '레벨당_체력': 104, '기본_자원': 4, '레벨당_자원': 0, '기본_방어력': 34, '레벨당_방어력': 4.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 6, '레벨당_체력_재생': 0.5, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 68, '레벨당_공격력': 3, '기본_공격_속도': 0.667, '레벨당_공격_속도': 3, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 600, '선택_높이': 225, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.666999995708465, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.5, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.92, '강인함': 1.2}, '단일_챔피언': {'가하는_피해': 1.05, '받는_피해': 0.95}, '신속_모드': {'기본_체력': 30, '레벨당_체력': 6, '레벨당_공격력': 0.5}}",근접,2012-08-21,V1.0.0.145,V25.12,"{기동형 전사, 암살자}",{정글},"{정글, 탑}",3,1,2,2,1,30,물리,2400,880,"{1: '보이지 않는 포식자', 2: '보이지 않는 포식자 (변형 2)', 3: '보이지 않는 포식자 (변형 3)'}",{1: '포악함'},{1: '전투의 포효'},{1: '올가미 투척'},{1: '사냥의 전율'},"['보이지 않는 포식자', '보이지 않는 포식자 (변형 2)', '보이지 않는 포식자 (변형 3)', '포악함', '전투의 포효', '올가미 투척', '사냥의 전율']",,
리븐,92.0,Riven,추방자,3,전사,암살자,없음,"{'기본_체력': 630, '레벨당_체력': 100, '기본_자원': 0, '레벨당_자원': 0, '기본_방어력': 33, '레벨당_방어력': 4.4, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 0.5, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 64, '레벨당_공격력': 3, '기본_공격_속도': 0.625, '레벨당_공격_속도': 3.5, '공격_사거리': 125, '이동_속도': 340, '탐색_반경': 600, '선택_높이': 150, '선택_반경': 130, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.133333340287208, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.92, '보호막량': 1}, '돌격_넥서스': {'가하는_피해': 1.05, '받는_피해': 1}, '초고속_모드': {'가하는_피해': 1, '받는_피해': 0.95}}",근접,2011-09-14,V1.0.0.125,V14.24,{척후병},{탑},{탑},3,2,2,3,1,75,물리,2400,880,{1: '룬 검'},{1: '부러진 날개'},{1: '기 폭발'},{1: '용맹'},"{1: '추방자의 검', 2: '바람 가르기'}","['룬 검', '부러진 날개', '기 폭발', '용맹', '추방자의 검', '바람 가르기']",콘테 리븐,
럼블,68.0,Rumble,기계 악동,2,전사,마법사,열기,"{'기본_체력': 655, '레벨당_체력': 105, '기본_자원': 150, '레벨당_자원': 0, '기본_방어력': 36, '레벨당_방어력': 4.7, '기본_마법_저항력': 28, '레벨당_마법_저항력': 1.55, '기본_체력_재생': 7, '레벨당_체력_재생': 0.6, '기본_자원_재생': 0, '레벨당_자원_재생': 0, '기본_공격력': 64, '레벨당_공격력': 3.2, '기본_공격_속도': 0.644, '레벨당_공격_속도': 1.85, '공격_사거리': 125, '이동_속도': 345, '탐색_반경': 600, '선택_높이': 170, '선택_반경': 140, '충돌_반경': 35, '게임플레이_반경': 80, '공격_속도_계수': 0.643999993801116, '공격_지연_보정': -0.1, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}}",근접,2011-04-26,V1.0.0.116,V25.12,{전투 마법사},{탑},"{미드, 탑}",3,2,2,1,1,90,마법,2400,880,"{1: '고철장 거인', 2: '고철장 거인 (변형 2)', 3: '고철장 거인 (변형 3)'}",{1: '화염방사기'},"{1: '고철 방패', 2: '고철 방패 (변형 2)'}","{1: '전기 작살', 2: '전기 작살 (변형 2)'}",{1: '이퀄라이저 미사일'},"['고철장 거인', '고철장 거인 (변형 2)', '고철장 거인 (변형 3)', '화염방사기', '고철 방패', '고철 방패 (변형 2)', '전기 작살', '전기 작살 (변형 2)', '이퀄라이저 미사일']",,
라이즈,13.0,Ryze,룬 마법사,3,마법사,전사,마나,"{'기본_체력': 645, '레벨당_체력': 124, '기본_자원': 300, '레벨당_자원': 70, '기본_방어력': 22, '레벨당_방어력': 4.2, '기본_마법_저항력': 32, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 8, '레벨당_체력_재생': 0.8, '기본_자원_재생': 8, '레벨당_자원_재생': 1, '기본_공격력': 58, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '레벨당_공격_속도': 2.11, '공격_사거리': 550, '이동_속도': 340, '탐색_반경': 575, '선택_높이': 150, '선택_반경': 120, '충돌_반경': 35, '공격_속도_계수': 0.625, '공격_지연_보정': -0.100000001490116, '투사체_속도': 2400, '무작위_총력전': {'가하는_피해': 1.05, '받는_피해': 0.95}, '단일_챔피언': {'가하는_피해': 1.03}}",원거리,2009-02-21,Alpha Week 2,V25.13,{전투 마법사},{미드},{미드},3,1,2,2,2,100,마법,2400,260,{1: '비전 연마'},"{1: '과부하', 2: '과부하 (변형 2)', 3: '과부하 (변형 3)', 4: '과부하 (변형 4)'}",{1: '룬 감옥'},{1: '주문 전이'},{1: '공간 왜곡'},"['비전 연마', '과부하', '과부하 (변형 2)', '과부하 (변형 3)', '과부하 (변형 4)', '룬 감옥', '주문 전이', '공간 왜곡']",,
사미라,360.0,Samira,사막의 장미,3,원거리 딜러,암살자,마나,"{'기본_체력': 630, '레벨당_체력': 108, '기본_자원': 349, '레벨당_자원': 38, '기본_방어력': 26, '레벨당_방어력': 4.7, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.25, '레벨당_체력_재생': 0.55, '기본_자원_재생': 8.2, '레벨당_자원_재생': 0.7, '기본_공격력': 57, '레벨당_공격력': 3, '기본_공격_속도': 0.658, '공격_속도_계수': 0.658, '레벨당_공격_속도': 3.3, '공격_사거리': 500, '이동_속도': 335, '탐색_반경': 800, '선택_높이': 122.22219848632812, '선택_반경': 100, '충돌_반경': 40.68, '공격_지연_보정': -0.150000006, '투사체_속도': 2800, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}, '아레나': {'레벨당_공격력': -0.5, '레벨당_공격_속도': -0.5}, '초고속_모드': {'가하는_피해': 0.95, '받는_피해': 1}, '궁극기_주문서': {'가하는_피해': 0.9, '받는_피해': 1, '보호막량': 0.99}}",원거리,2020-09-21,V10.19,V25.12,{원거리 딜러},{바텀},{바텀},3,2,1,3,1,0,물리,1575,790,"{1: '무모한 충동', 2: '무모한 충동 (변형 2)'}",{1: '천부적 재능'},{1: '원형 검무'},{1: '거침없는 질주'},{1: '지옥불 난사'},"['무모한 충동', '무모한 충동 (변형 2)', '천부적 재능', '원형 검무', '거침없는 질주', '지옥불 난사']",,
세주아니,113.0,Sejuani,혹한의 분노,2,탱커,전사,마나,"{'기본_체력': 630, '레벨당_체력': 114, '기본_자원': 400, '레벨당_자원': 40, '기본_방어력': 34, '레벨당_방어력': 5.45, '기본_마법_저항력': 32, '레벨당_마법_저항력': 2.05, '기본_체력_재생': 8.5, '레벨당_체력_재생': 1, '기본_자원_재생': 7, '레벨당_자원_재생': 0.7, '기본_공격력': 66, '레벨당_공격력': 4, '기본_공격_속도': 0.688, '레벨당_공격_속도': 3.5, '공격_사거리': 150, '이동_속도': 340, '선택_높이': 140, '선택_반경': 140, '충돌_반경': 50, '게임플레이_반경': 80, '공격_속도_계수': 0.625, '공격_시전_시간': 0.300000011920928, '총_공격_시간': 1.60000002384185, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1}, '아레나': {'레벨당_체력': 30}}",근접,2012-01-17,V1.0.0.132,V14.15,{선봉대},{정글},{정글},2,2,3,2,1,75,마법,225,260,{1: '혹한의 분노'},{1: '혹한의 맹습'},{1: '혹한의 서릿발'},{1: '만년 서리'},{1: '빙하 감옥'},"['혹한의 분노', '혹한의 맹습', '혹한의 서릿발', '만년 서리', '빙하 감옥']",,
세나,235.0,Senna,구원자,2,서포터,원거리 딜러,마나,"{'기본_체력': 530, '레벨당_체력': 89, '기본_자원': 350, '레벨당_자원': 45, '기본_방어력': 25, '레벨당_방어력': 4, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 3.5, '레벨당_체력_재생': 0.55, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.7, '기본_공격력': 50, '레벨당_공격력': 0, '기본_공격_속도': 0.625, '레벨당_공격_속도': 2, '공격_사거리': 600, '이동_속도': 330, '탐색_반경': 800, '선택_높이': 170, '선택_반경': 115, '충돌_반경': 35, '공격_속도_계수': 0.4, '공격_준비_동작_계수': 0.600000023841857, '공격_시전_시간': 0.5, '총_공격_시간': 1.60000002384185, '투사체_속도': 0, '무작위_총력전': {'가하는_피해': 0.97, '받는_피해': 1.05}, '단일_챔피언': {'가하는_피해': 1.05, '받는_피해': 0.9}, '궁극기_주문서': {'가하는_피해': 1.1, '받는_피해': 1, '회복량': 1.2}}",원거리,2019-11-10,V9.22,V25.12,"{강화형 보조술사, 원거리 딜러}","{바텀, 서포터}","{바텀, 서포터}",2,1,2,1,3,30,물리,1575,790,{1: '면죄'},{1: '꿰뚫는 어둠'},{1: '마지막 포옹'},{1: '검은 안개의 저주'},{1: '여명의 그림자'},"['면죄', '꿰뚫는 어둠', '마지막 포옹', '검은 안개의 저주', '여명의 그림자']",세나 아바루,
세라핀,147.0,Seraphine,노래하는 별,1,서포터,마법사,마나,"{'기본_체력': 570, '레벨당_체력': 90, '기본_자원': 360, '레벨당_자원': 25, '기본_방어력': 26, '레벨당_방어력': 4.2, '기본_마법_저항력': 30, '레벨당_마법_저항력': 1.3, '기본_체력_재생': 6.5, '레벨당_체력_재생': 0.6, '기본_자원_재생': 11.5, '레벨당_자원_재생': 0.95, '기본_공격력': 50, '레벨당_공격력': 3, '기본_공격_속도': 0.669, '공격_속도_계수': 0.625, '레벨당_공격_속도': 2, '공격_사거리': 525, '이동_속도': 330, '공격_지연_보정': -0.112999998, '투사체_속도': 1800, '탐색_반경': 525, '선택_높이': 100, '선택_반경': 120, '충돌_반경': 35, '무작위_총력전': {'가하는_피해': 1, '받는_피해': 1.2, '회복량': 0.8, '보호막량': 0.8, '스킬_가속': -20}, '돌격_넥서스': {'가하는_피해': 0.95, '회복량': 0.9, '보호막량': 0.9}, '신속_모드': {'레벨당_체력': 5}, '초고속_모드': {'가하는_피해': 0.92, '받는_피해': 1, '회복량': 0.8}}",원거리,2020-10-29,V10.22,V25.05,"{강화형 보조술사, 집중형 마법사}","{바텀, 서포터}","{바텀, 서포터}",3,1,3,1,2,100,마법,1575,790,{1: '무대 장악'},{1: '고음'},{1: '소리 장막'},{1: '비트 발사'},{1: '앙코르'},"['무대 장악', '고음', '소리 장막', '비트 발사', '앙코르']",,
